School_Year,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2017-2018,30803,BROOKLYN OPERATIONS-OPT,Public,Office,44-36 VERNON BLVD  6TH FLOOR,Queens,NY,11101,-73.9523370000,40.7493870000,No,No,No,No,No,No,No
2017-2018,30804,QUEENS OPERATIONS-OPT,Public,Office,44-36 VERNON BLVD  6TH FLOOR,Queens,NY,11101,-73.9523370000,40.7493870000,No,No,No,No,No,No,No
2017-2018,30805,STATEN ISLAND OPERATIONS-OPT,Public,Office,44-36 VERNON BLVD  6TH FLOOR,Queens,NY,11101,-73.9523370000,40.7493870000,No,No,No,No,No,No,No
2017-2018,30806,PRE-K EARLY INTERVENTION-OPT,Public,Office,44-36 VERNON BLVD,Queens,NY,11101,-73.9523370000,40.7493870000,No,No,Yes,No,No,No,No
2017-2018,30874,P.S.A.L.,Public,Office,44-36 VERNON BLVD.,Queens,NY,11101,-73.9523370000,40.7493870000,No,No,Yes,No,No,No,No
2017-2018,30878,OFF OF ACCOUNTABILITY SCAN CTR,Public,Office,44-36 VERNON BLVD   ROOM 207,Queens,NY,11101,-73.9523370000,40.7493870000,No,No,Yes,No,No,No,No
2017-2018,30885,THE RENAISSANCE CHARTER SCHOOL,Charter,School,35-59 81 STREET,Queens,NY,11372,-73.8854340000,40.7513340000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,30886,ALC-IS 126,Public,School,31-51 21ST STREET ROOM 102,Queens,NY,11106,-73.9306210000,40.7662240000,Yes,Yes,No,No,No,No,No
2017-2018,30888,QUEENS BOROUGH OFFICE STH,Public,Office,28-11 QUEENS PLAZA NORTH 2ND FLOOR,Queens,NY,11101,-73.9381570000,40.7501470000,No,No,Yes,No,No,No,No
2017-2018,30901,LEXINGTON SCH FOR THE DEAF,Nonsectarian,School,25-06 75 STREET,Queens,NY,11370,-73.8933000000,40.7620690000,Yes,No,Yes,No,Yes,No,No
2017-2018,30950,RAZI SCHOOL,Other Religion,School,55-11 QUEENS BLVD.,Queens,NY,11377,-73.9096920000,40.7423980000,No,Yes,Yes,No,Yes,No,No
2017-2018,30988,NYCDOE-SCA INTERNSHIP PROG   S,Public,Office,30-30 THOMSON AVENUE,Queens,NY,11101,-73.9362080000,40.7449670000,No,No,No,No,No,No,No
2017-2018,30989,OFFICE OF SCHOOL HEALTH,Public,Office,1 COURT SQUARE,Queens,NY,11101,-73.9434760000,40.7467040000,No,No,No,No,No,No,No
2017-2018,30993,SUMMER DBN 30Q301,Public,School,48-10 31ST AVENUE,Queens,NY,11103,0.0000000000,0.0000000000,No,No,No,No,No,No,No
2017-2018,31001,PS 1,Public,School,58 SUMMIT STREET,Staten Island,NY,10307,-74.2440880000,40.5089640000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31002,IS 2,Public,School,333 MIDLAND AVENUE,Staten Island,NY,10306,-74.1006420000,40.5767660000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31003,PS 3,Public,School,80 SOUTH GOFF AVENUE,Staten Island,NY,10309,-74.2113630000,40.5206830000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31004,PS 4,Public,School,200 NEDRA LANE,Staten Island,NY,10312,-74.1946500000,40.5530320000,Yes,Yes,No,No,Yes,No,No
2017-2018,31005,PS 5,Public,School,348 DEISIUS STREET,Staten Island,NY,10312,-74.1875830000,40.5301000000,Yes,Yes,No,No,Yes,No,No
2017-2018,31006,PS 6,Public,School,555 PAGE AVENUE,Staten Island,NY,10309,-74.2310150000,40.5107580000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31007,IS 7,Public,School,1270 HUGUENOT AVENUE,Staten Island,NY,10312,-74.1862760000,40.5240690000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31008,PS 8,Public,School,112 LINDENWOOD ROAD,Staten Island,NY,10308,-74.1518400000,40.5476500000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31009,NAPLES STREET ELEM SCHOOL,Public,School,1055 TARGEE STREET,Staten Island,NY,10304,-74.0912530000,40.6022280000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31010,FORT HILL COLLABORATIVE ELEM,Public,School,80 MONROE AVENUE,Staten Island,NY,10301,-74.0792430000,40.6396910000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31011,PS 11,Public,School,50 JEFFERSON STREET,Staten Island,NY,10304,-74.0976140000,40.5905240000,Yes,Yes,No,No,Yes,No,No
2017-2018,31013,PS 13,Public,School,191 VERMONT AVENUE,Staten Island,NY,10305,-74.0698010000,40.6132540000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31015,RESTART @ CAMELOT HEBERTON,Public,School,273 HEBERTON AVENUE,Staten Island,NY,10302,-74.1331110000,40.6340360000,No,No,No,No,No,No,No
2017-2018,31016,PS 16,Public,School,80 MONROE AVENUE,Staten Island,NY,10301,-74.0792430000,40.6396910000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31017,New Ventures Charter School,Charter,School,One Corp Common 1 Teleport Drive,Staten Island,NY,10311,-74.1780000000,40.6072070000,No,No,Yes,No,Yes,No,No
2017-2018,31018,PS 18,Public,School,221 BROADWAY,Staten Island,NY,10310,-74.1173890000,40.6362950000,Yes,Yes,Yes,No,No,No,No
2017-2018,31019,PS 19,Public,School,780 POST AVENUE,Staten Island,NY,10310,-74.1271860000,40.6311270000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31020,PS 20,Public,School,161 PARK AVENUE,Staten Island,NY,10302,-74.1328320000,40.6365590000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31021,PS 21,Public,School,168 HOOKER PLACE,Staten Island,NY,10302,-74.1468170000,40.6318970000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31022,PS 22,Public,School,1860 FOREST AVENUE,Staten Island,NY,10303,-74.1508010000,40.6252670000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31023,PS 23,Public,School,30 NATICK STREET,Staten Island,NY,10306,-74.1326170000,40.5711110000,Yes,Yes,No,No,Yes,No,No
2017-2018,31024,IS 24,Public,School,225 CLEVELAND AVENUE,Staten Island,NY,10308,-74.1462440000,40.5453290000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31025,P025R @ P885R   MAIN SITE,Public,School,6581 HYLAN BLVD,Staten Island,NY,10309,-74.2226340000,40.5088470000,Yes,No,Yes,No,No,No,No
2017-2018,31026,PS 26,Public,School,4108 VICTORY BLVD,Staten Island,NY,10314,-74.1905880000,40.5916410000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31027,IS 27,Public,School,11 Clove Lake Place,Staten Island,NY,10310,-74.1170590000,40.6282280000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31028,EAGLE ACAD FOR YOUNG MEN S.I.,Public,School,101 WARREN STREET,Staten Island,NY,10304,-74.0815500000,40.6203800000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31029,PS 29,Public,School,1581 VICTORY BLVD,Staten Island,NY,10314,-74.1159150000,40.6136850000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31030,PS 30,Public,School,200 WARDWELL AVENUE,Staten Island,NY,10314,-74.1327430000,40.6184530000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31031,PS 31,Public,School,55 LAYTON AVENUE,Staten Island,NY,10301,-74.0850020000,40.6416860000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31032,PS 32,Public,School,232 BARLOW AVENUE,Staten Island,NY,10308,-74.1554820000,40.5588960000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31033,Hebrew Academy,Yeshiva,School,3495 Richmond Road,Staten Island,NY,10306,-74.1374000000,40.5728750000,No,Yes,Yes,No,Yes,No,Yes
2017-2018,31034,IS 34,Public,School,528 ACADEMY AV,Staten Island,NY,10307,-74.2434010000,40.5082100000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31035,PS 35,Public,School,60 FOOTE AVENUE,Staten Island,NY,10301,-74.0995790000,40.6136510000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31036,PS 36,Public,School,255 IONIA AVENUE,Staten Island,NY,10312,-74.1823790000,40.5431330000,Yes,Yes,No,No,Yes,No,No
2017-2018,31037,P2G @ STATEN ISLAND NEON,Public,School,340 BAY STREET,Staten Island,NY,10301,-74.0753320000,40.6336840000,No,No,Yes,No,No,No,No
2017-2018,31038,PS 38,Public,School,421 LINCOLN AVENUE,Staten Island,NY,10306,-74.1015670000,40.5757290000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31039,PS 39,Public,School,71 SAND LANE,Staten Island,NY,10305,-74.0714690000,40.5977420000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31040,P2G @ COLLEGE OF S.I,Public,School,2800 VICTORY BLVD,Staten Island,NY,10314,-74.1533110000,40.6087780000,No,No,Yes,No,No,No,No
2017-2018,31041,PS 41,Public,School,216 CLAWSON STREET,Staten Island,NY,10306,-74.1091940000,40.5740060000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31042,PS 42,Public,School,380 GENESEE AVENUE,Staten Island,NY,10312,-74.1695730000,40.5524300000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31043,P2G @ STATEN ISLAN YOUTH BUILD,Public,School,53 BROAD STREET,Staten Island,NY,10301,-74.0770340000,40.6253570000,No,No,Yes,No,No,No,No
2017-2018,31044,PS 44,Public,School,80 MAPLE PARKWAY,Staten Island,NY,10303,-74.1566080000,40.6317990000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31045,PS 45,Public,School,58 LAWRENCE AVENUE,Staten Island,NY,10310,-74.1072500000,40.6285510000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31046,PS 46,Public,School,41 REID AVENUE,Staten Island,NY,10305,-74.0806190000,40.5938400000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31047,PS 68,Public,School,1625 Forest Avenue,Staten Island,NY,10302,-74.1425250000,40.6247730000,Yes,Yes,Yes,No,No,No,No
2017-2018,31048,PS 48,Public,School,1050 TARGEE STREET,Staten Island,NY,10304,-74.0913360000,40.6034900000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31049,IS 49,Public,School,101 Warren Street,Staten Island,NY,10304,-74.0815500000,40.6203800000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31050,PS 50,Public,School,200 ADELAIDE AVENUE,Staten Island,NY,10306,-74.1246850000,40.5616310000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31051,IS 51,Public,School,20 HOUSTON STREET,Staten Island,NY,10302,-74.1449530000,40.6226690000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31052,PS 52,Public,School,450 BUEL AVENUE,Staten Island,NY,10305,-74.0885680000,40.5826810000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31053,PS 53,Public,School,330 DURANT AVENUE,Staten Island,NY,10308,-74.1369950000,40.5525220000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31054,PS 54,Public,School,1060 WILLOWBROOK ROAD,Staten Island,NY,10314,-74.1379740000,40.6031530000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31055,PS 55,Public,School,54 OSBORNE STREET,Staten Island,NY,10312,-74.1637420000,40.5365850000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31056,LOUIS DESARIO SCHOOL (PS 56),Public,School,250 KRAMER AVE,Staten Island,NY,10309,-74.2139850000,40.5421790000,Yes,Yes,No,No,Yes,No,No
2017-2018,31057,PS 57,Public,School,140 PALMA DRIVE,Staten Island,NY,10304,-74.0832100000,40.6114350000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31058,PS 58 - S.S. Columbia School,Public,School,77 MARSH AVENUE,Staten Island,NY,10314,-74.1610600000,40.5833670000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31059,THE HARBOR VIEW SCHOOL,Public,School,300 RICHMOND TERRACE,Staten Island,NY,10301,-74.0834550000,40.6477680000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31060,PS 60,Public,School,55 MERRILL AVENUE,Staten Island,NY,10314,-74.1622350000,40.6101660000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31061,IS 61,Public,School,445 Castleton Avenue,Staten Island,NY,10301,-74.0978270000,40.6340870000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31062,PS 62,Public,School,644 BLOOMINGDALE ROAD,Staten Island,NY,10309,-74.2180220000,40.5415340000,Yes,Yes,No,No,No,No,No
2017-2018,31064,P037R @ IS 2,Public,School,333 MIDLAND AVENUE,Staten Island,NY,10306,-74.1006420000,40.5767660000,Yes,No,No,No,No,Yes,No
2016-2017,75895,LONG BEACH ADULT LRNG. CENTER,Nonsectarian,School,75 EAST WALNUT STREET,Nassau,NY,11561,-73.6619250000,40.5876230000,No,No,No,No,No,No,No
2017-2018,31065,ACAD OF INNOVATIVE LEARNING,Public,School,98 GRANT STREET,Staten Island,NY,10301,-74.0787040000,40.6339750000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31066,Eagle Academy Annex,Public,School,104 Gordon Street,Staten Island,NY,10304,-74.0827670000,40.6242760000,Yes,No,Yes,No,No,No,No
2017-2018,31067,JOHN W. LAVELLE PREP CHARTER,Charter,School,1 TELEPORT DRIVE,Staten Island,NY,10311,-74.1780000000,40.6072070000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31068,P373R@P006R,Public,School,555 Page Avenue,Staten Island,NY,10307,-74.2310150000,40.5107580000,Yes,No,No,No,No,No,No
2017-2018,31069,PS 69,Public,School,144 KEATING PLACE,Staten Island,NY,10314,-74.1567770000,40.5915210000,Yes,Yes,No,No,Yes,No,No
2017-2018,31070,Yeshiva Yesodei Hachaim,Yeshiva,School,835 Forest Hill Road,Staten Island,NY,10314,-74.1402540000,40.6022890000,No,No,Yes,No,No,No,No
2017-2018,31072,IS 72,Public,School,33 FERNDALE AVENUE,Staten Island,NY,10314,-74.1588940000,40.5929710000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31073,NEW WORLD PREP CHARTER SCHOOL,Charter,School,26 SHARPE AVENUE,Staten Island,NY,10302,-74.1368110000,40.6397050000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31074,FUTURE LEADERS ELEM SCH PS 74,Public,School,211 DANIEL LOW TERRACE,Staten Island,NY,10301,-74.0798250000,40.6391030000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31075,IS 75,Public,School,455 HUGUENOT AVENUE,Staten Island,NY,10312,-74.1976120000,40.5440510000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31076,P2G @ RICHMOND TOWN,Public,School,441 Clarke Avenue,Staten Island,NY,10306,-74.1458480000,40.5710610000,No,No,Yes,No,No,No,No
2017-2018,31078,PS 78,Public,School,100 TOMPKINS AVENUE,Staten Island,NY,10304,-74.0786280000,40.6224750000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31080,P037R @ R037R,Public,School,15 FAIRFIELD STREET,Staten Island,NY,10308,-74.1509350000,40.5640370000,Yes,No,Yes,No,Yes,Yes,No
2017-2018,31233,P037R @ P037R 'ANNEX',Public,School,110 SHAFTER AVENUE,Staten Island,NY,10308,-74.1481090000,40.5545030000,Yes,No,No,No,Yes,Yes,No
2017-2018,31404,P025R @ SOUTH BEACH PSYCH C,Public,School,777 SEAVIEW AVENUE # 835 BLDG 10,Staten Island,NY,10305,-74.0781450000,40.5796300000,Yes,No,Yes,No,No,No,No
2017-2018,31414,P373R @ PS 48,Public,School,1055 TARGEE STREET,Staten Island,NY,10304,-74.0912530000,40.6022280000,Yes,No,No,No,Yes,Yes,No
2017-2018,31415,MOTHER FRANCISKA ELEM SCHOOL,Nonsectarian,School,850 HYLAN BLVD,Staten Island,NY,10305,-74.0717180000,40.5992660000,Yes,No,No,No,Yes,No,No
2017-2018,31416,P025R @ I034R,Public,School,528 ACADEMY AV,Staten Island,NY,10307,-74.2434010000,40.5082100000,Yes,No,No,No,No,No,No
2017-2018,31417,P025R @ NEW DORP HS,Public,School,465 NEW DORP LANE,Staten Island,NY,10306,-74.1076940000,40.5694620000,Yes,No,Yes,No,No,No,No
2017-2018,31422,P721R @ LIFESTYLES,Public,School,930 WILLOWBROOK ROAD,Staten Island,NY,10312,-74.1418210000,40.6032450000,Yes,No,Yes,No,Yes,No,No
2017-2018,31426,P025R @ PORT RICHMOMD HS,Public,School,85 ST.JOSEPHS AVENUE,Staten Island,NY,10302,-74.1419090000,40.6346010000,Yes,No,Yes,No,No,No,No
2017-2018,31432,P025R @ IS 75,Public,School,455 HUGUENOT AVENUE,Staten Island,NY,10312,-74.1976120000,40.5440510000,Yes,No,No,No,Yes,No,No
2017-2018,31435,P373R @ P040R,Public,School,91 HENDERSON AVENUE,Staten Island,NY,10301,-74.0953900000,40.6407620000,Yes,No,Yes,No,Yes,Yes,No
2017-2018,31439,P025R @ P 37,Public,School,15 FAIRFIELD STREET,Staten Island,NY,10308,-74.1509350000,40.5640370000,Yes,No,Yes,No,No,No,No
2017-2018,31442,P025R @ SEAVIEW HOSPITAL,Public,School,460 BRIELLE AVENUE,Staten Island,NY,10314,-74.1353430000,40.5937710000,Yes,No,Yes,No,No,No,No
2017-2018,31444,P037R @ P030R,Public,School,200 WARDWELL AVENUE,Staten Island,NY,10314,-74.1327430000,40.6184530000,Yes,No,No,No,No,No,No
2017-2018,31446,P037R @ P004R,Public,School,200 NEDRA LANE,Staten Island,NY,10312,-74.1946500000,40.5530320000,Yes,No,No,No,No,No,No
2016-2017,75965,DOWS LANE ELEMENTARY SCHOOL,Non-NYC Public,School,DOWS LANE-ROUTE 9 - IRVINGTON,Westchester,NY,10533,-73.8712080000,41.0333240000,No,No,No,No,No,No,No
2017-2018,31447,P037R @ P038R,Public,School,421 LINCOLN AVENUE,Staten Island,NY,10306,-74.1015670000,40.5757290000,No,No,No,No,No,No,No
2017-2018,31448,P025R @ IS 61,Public,School,445 CASTLETON AVENUE,Staten Island,NY,10301,-74.0978270000,40.6340870000,Yes,No,Yes,No,No,No,No
2017-2018,31452,P373R @ IS 61,Public,School,445 CASTLETON AVENUE,Staten Island,NY,10301,-74.0978270000,40.6340870000,No,No,No,No,No,No,No
2017-2018,31453,P721R @ Community Resources,Public,School,3450 VICTORY BLVD,Staten Island,NY,10314,-74.1739240000,40.6030540000,Yes,No,Yes,No,No,No,No
2017-2018,31454,P025R @ TOTTENVILLE HS,Public,School,100 LUTEN AVENUE,Staten Island,NY,10312,-74.1921180000,40.5280570000,Yes,No,Yes,No,No,No,No
2017-2018,31455,P025R @ I049R,Public,School,101 WARREN STREET,Staten Island,NY,10304,-74.0815500000,40.6203800000,No,No,No,No,No,No,No
2017-2018,31458,P373R @ P058R,Public,School,77 MARSH AVENUE,Staten Island,NY,10314,-74.1610600000,40.5833670000,Yes,No,No,No,Yes,No,No
2017-2018,31459,P025R @ ANNEX E SOUTH SHORE,Public,School,6581 HYLAN BLVD.,Staten Island,NY,10309,-74.2226340000,40.5088470000,Yes,No,No,No,No,No,No
2017-2018,31460,PS 3 ANNEX,Public,School,6581 HYLAN BLVD,Staten Island,NY,10308,-74.2226340000,40.5088470000,Yes,Yes,No,No,Yes,No,No
2017-2018,31461,BISHOP PATRICK V. AHERN HS,Nonsectarian,School,315 ARLENE ST,Staten Island,NY,10314,-74.1648500000,40.6100480000,Yes,No,No,No,Yes,No,No
2017-2018,31462,P721R @ RALPH MCKEE HS,Public,School,290 ST MARK'S PLACE,Staten Island,NY,10301,-74.0788200000,40.6427570000,Yes,No,Yes,No,No,No,No
2017-2018,31463,P721R @ TOTTENVILLE HS,Public,School,100 LUTEN AVENUE,Staten Island,NY,10312,-74.1921180000,40.5280570000,Yes,No,No,No,Yes,No,No
2017-2018,31464,P721R @ NEW DORP HS,Public,School,465 NEW DORP LANE,Staten Island,NY,10309,-74.1076940000,40.5694620000,Yes,No,Yes,No,Yes,Yes,No
2017-2018,31466,P025R @ CURTIS HS,Public,School,105 HAMILTON AVENUE,Staten Island,NY,10301,-74.0812310000,40.6448120000,Yes,No,Yes,No,No,No,No
2017-2018,31467,P721R @ I024R,Public,School,225 CLEVELAND AVE,Staten Island,NY,10308,-74.1462440000,40.5453290000,Yes,No,Yes,No,Yes,Yes,No
2017-2018,31469,P025R @ P003R 'ANNEX',Public,School,6581 HYLAN BLVD,Staten Island,NY,10309,-74.2226340000,40.5088470000,Yes,No,No,No,Yes,No,No
2017-2018,31470,THE MICHAEL J. PETRIDES SCH.,Public,School,715 OCEAN TERRACE,Staten Island,NY,10301,-74.1019830000,40.6083160000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31473,P037R @ P080R,Public,School,715 OCEAN TERRACE,Staten Island,NY,10301,-74.1019830000,40.6083160000,Yes,No,No,No,Yes,No,No
2017-2018,31477,PS 36 AX,Public,School,200 JEFFERSON BLVD.,Staten Island,NY,10312,-74.1817820000,40.5445080000,No,No,No,No,No,No,No
2017-2018,31486,P037R @ P 25,Public,School,6581 HYLAN BLVD,Staten Island,NY,10309,-74.2226340000,40.5088470000,No,No,Yes,No,Yes,No,No
2017-2018,31490,P373R @ SUNNYSIDE,Public,School,715 OCEAN TERRACE  - BLDG J,Staten Island,NY,10301,-74.1019830000,40.6083160000,Yes,No,No,No,No,No,No
2017-2018,31492,P373R @ P 861,Public,School,280 REGIS DRIVE,Staten Island,NY,10314,-74.1642920000,40.6205990000,Yes,No,Yes,No,Yes,No,No
2017-2018,31499,P373R @ P022R,Public,School,1860 FOREST AVENUE,Staten Island,NY,10303,-74.1508010000,40.6252670000,Yes,No,No,No,No,No,No
2017-2018,31500,CONCORD HS,Public,School,109 RHINE AVENUE,Staten Island,NY,10304,-74.0873000000,40.6108200000,No,No,Yes,No,Yes,No,No
2017-2018,31501,CURTIS HS,Public,School,105 HAMILTON AVENUE,Staten Island,NY,10301,-74.0812310000,40.6448120000,Yes,No,Yes,No,Yes,No,No
2017-2018,31503,NEW DORP HS,Public,School,465 NEW DORP LANE,Staten Island,NY,10306,-74.1076940000,40.5694620000,Yes,No,Yes,No,Yes,No,No
2017-2018,31505,PORT RICHMOND HS,Public,School,85 ST JOSEPHS AVENUE,Staten Island,NY,10302,-74.1419090000,40.6346010000,Yes,No,Yes,No,Yes,No,No
2017-2018,31507,SUSAN E WAGNER HS,Public,School,1200 MANOR ROAD,Staten Island,NY,10314,-74.1239790000,40.5973820000,Yes,No,Yes,No,Yes,No,No
2017-2018,31508,STATEN ISLAND TECHNICAL H.S.,Public,School,485 CLAWSON STREET,Staten Island,NY,10306,-74.1154510000,40.5679180000,Yes,No,Yes,No,Yes,No,No
2017-2018,31509,TOTTENVILLE HS,Public,School,100 LUTEN AVENUE,Staten Island,NY,10312,-74.1921180000,40.5280570000,Yes,No,Yes,No,Yes,No,No
2017-2018,31511,MCKEE VOCATIONAL & TECH HS,Public,School,290 ST MARK'S PLACE,Staten Island,NY,10301,-74.0788200000,40.6427570000,Yes,No,Yes,No,Yes,No,No
2017-2018,31545,CSI HS INTERNATIONAL STUDIES,Public,School,100 ESSEX DRIVE,Staten Island,NY,10314,-74.1586470000,40.5813490000,Yes,No,Yes,No,Yes,No,No
2017-2018,31546,MARSH AV.SCH FOR EXPED LRNG,Public,School,100 ESSEX DRIVE,Staten Island,NY,10314,-74.1586470000,40.5813490000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31547,GAYNOR MCCOWN EXPEDITIONARY,Public,School,100 ESSEX DRIVE,Staten Island,NY,10314,-74.1586470000,40.5813490000,Yes,No,Yes,No,Yes,No,No
2017-2018,31555,S.I. Y.A.B.C. @ TOTTENVILLE HS,Public,School,100 LUTEN AVENUE,Staten Island,NY,10312,-74.1921180000,40.5280570000,No,No,Yes,No,No,No,No
2017-2018,31564,COMM.RESOURSE PRESCHOOL,Nonsectarian,School,3651 RICHMOND ROAD,Staten Island,NY,10308,-74.1428250000,40.5722960000,No,No,No,No,No,No,No
2017-2018,31590,P2G @ TOTTENVILLE HIGHSCHOOL,Public,School,100 LUTEN AVENUE,Staten Island,NY,10312,-74.1921180000,40.5280570000,No,No,Yes,No,No,No,No
2017-2018,31600,ST JOSEPH HILL ACAD HS,Parochial,School,850 HYLAN BLVD,Staten Island,NY,10305,-74.0717180000,40.5992660000,No,No,Yes,No,No,No,No
2017-2018,31633,P2G @ BOTANICAL GARDENS GED,Public,Office,1000 RICHMOND TERRACE,Staten Island,NY,10301,-74.1045960000,40.6451720000,No,No,No,No,No,No,No
2017-2018,31634,P2G @ PORT RICHMOND HS,Public,School,85 ST JOSEPH'S AVENUE,Staten Island,NY,10302,-74.1419090000,40.6346010000,No,No,Yes,No,No,No,No
2017-2018,31635,GED PLUS @ RICHMONDTOWN,Public,Office,441 CLARKE AVENUE,Staten Island,NY,10306,-74.1445700000,40.5698770000,No,No,No,No,No,No,No
2017-2018,31636,P2G @ SANITATION STATEN ISLAND,Public,School,66 SWAN STREET,Staten Island,NY,10301,-74.0772760000,40.6347110000,No,No,Yes,No,No,No,No
2017-2018,31644,P025R @ MT LORETTO AUTHISM,Public,School,6581 HYLAN BLVD,Staten Island,NY,10309,-74.2226340000,40.5088470000,Yes,No,No,No,Yes,No,No
2017-2018,31647,CSE 7,Public,Office,715 OCEAN TERRACE BLDG A,Staten Island,NY,10301,-74.1019830000,40.6083160000,No,No,No,No,No,No,No
2017-2018,31649,EDEN II,Nonsectarian,School,15 BEACH STREET,Staten Island,NY,10304,-74.0768660000,40.6276190000,Yes,No,No,No,Yes,No,No
2017-2018,31661,P025R @ CEREBRAL PALSY OF NYS,Public,School,2324 FOREST AVENUE,Staten Island,NY,10303,-74.1673410000,40.6274320000,Yes,No,Yes,No,No,No,No
2017-2018,31664,P373R @ PS 65,Public,School,98 GRANT STREET,Staten Island,NY,10314,-74.0787040000,40.6339750000,No,No,No,No,No,No,No
2017-2018,31665,P721R @ IS 43,Public,School,100 ESSEX DRIVE,Staten Island,NY,10314,-74.1586470000,40.5813490000,Yes,No,Yes,No,Yes,Yes,No
2017-2018,31666,FAMILY WELCOME CENTER,Public,Office,715 OCEAN TERRACE BLDG A,Staten Island,NY,10301,-74.1019830000,40.6083160000,No,No,No,No,No,No,No
2017-2018,31681,THE GINGERBREAD LRNG.CENTER,Nonsectarian,School,80 WOODROW ROAD,Staten Island,NY,10302,-74.1808300000,40.5631320000,No,No,No,No,No,No,No
2017-2018,31684,P025R @ IS 7,Public,School,1270 HUGUENOT AVENUE,Staten Island,NY,10312,-74.1862760000,40.5240690000,Yes,No,No,No,Yes,No,No
2017-2018,31685,P025R @ S.I. UNIVERSITY HOSP.,Public,School,475 SEAVIEW AVENUE,Staten Island,NY,10305,-74.0869860000,40.5841710000,Yes,No,Yes,No,No,No,No
2017-2018,32106,PS 106,Public,School,1314 PUTNAM AVENUE,Brooklyn,NY,11221,-73.9130060000,40.6938040000,Yes,Yes,Yes,No,Yes,No,No
2017-2018,31686,P025R @ S.I. UNIVERSITY HOSP S,Public,School,376 SEGUINE AVENUE,Staten Island,NY,10309,-74.1970090000,40.5168200000,Yes,No,Yes,No,No,No,No
2017-2018,31699,EDEN II,Nonsectarian,School,300 GENESEE AVENUE,Staten Island,NY,10312,-74.1666750000,40.5528050000,Yes,No,No,No,Yes,No,No
2017-2018,31700,JEWISH FOUNDATION ANNEX-2,Yeshiva,School,835 FOREST HILL ROAD,Staten Island,NY,10314,-74.1402540000,40.6022890000,No,Yes,No,No,No,No,No
2017-2018,31702,ST PETER SCHOOL,Parochial,School,129 CLINTON AVENUE,Staten Island,NY,10301,-74.0979020000,40.6412850000,Yes,Yes,Yes,No,No,No,No
