Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0106GH1,2002.03,196,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2003.03,220,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2004.03,235,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2005.03,245,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2006.03,257,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2007.03,277,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2008.03,286,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2009.03,275,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2010.03,273,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2011.03,283,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2012.03,291,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2013.03,291,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2014.03,311,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2015.03,317,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2016.03,328,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2017.03,377,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH1,2018.03,408,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Retail Trade,,
RNAA.SG01NAC34B0106GH3,2000.03,17,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2001.03,20,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2002.03,22,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2003.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2004.03,25,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2005.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2006.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2007.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2008.03,22,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2009.03,21,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2010.03,25,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2011.03,26,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2012.03,26,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2013.03,27,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2014.03,28,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2015.03,27,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2016.03,29,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2017.03,41,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH3,2018.03,45,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Accommodation,,
RNAA.SG01NAC34B0106GH4,2000.03,34,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2001.03,37,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2002.03,40,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2003.03,41,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2004.03,47,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2005.03,52,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2006.03,56,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2007.03,65,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2008.03,72,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2009.03,66,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2010.03,72,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2011.03,70,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2012.03,73,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2013.03,73,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2014.03,78,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2015.03,85,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2016.03,94,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2017.03,110,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106GH4,2018.03,120,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Food and beverage services,,
RNAA.SG01NAC34B0106II1,2000.03,178,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2001.03,192,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2002.03,193,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2003.03,192,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2004.03,205,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2005.03,213,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2006.03,228,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2007.03,211,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2008.03,222,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2009.03,223,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2010.03,231,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2011.03,241,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2012.03,254,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2013.03,261,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2014.03,275,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2015.03,276,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2016.03,309,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2017.03,323,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
RNAA.SG01NAC34B0106II1,2018.03,353,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Transport, Postal and Warehousing",,
